"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"2666","NC_004828.1","DNA","ssDNA(+/-)","Avian adeno-associated virus ATCC VR-865","Dependoparvovirus avian1","Dependoparvovirus","Parvoviridae",4694
"2667","NC_040351.1","DNA","ssDNA","Cattle blood-associated gemycircularvirus","Gemykibivirus cowchi1","Gemykibivirus","Genomoviridae",2734
"2668","NC_079099.1","RNA","ssRNA(-)","Yezo virus","Yezo virus","Orthonairovirus","Nairoviridae",12143
"2669","NC_026662.1","DNA","ssDNA(-)","Simian torque teno virus 31","Alphatorquevirus cerco3","Alphatorquevirus","Anelloviridae",3907
"2670","NC_028689.1","DNA","dsDNA","Mycobacterium phage Colbert","Pegunavirus suffolk","Pegunavirus","Unknown",67774
"2671","NC_031280.1","DNA","dsDNA","Acinetobacter phage vB_AbaM_phiAbaA1","Acinetobacter phage vB_AbaM_phiAbaA1","Saclayvirus","Unknown",104906
"2672","NC_024444.1","DNA","dsDNA-RT","Horseshoe bat hepatitis B virus","Roundleaf bat hepatitis B virus","Orthohepadnavirus","Hepadnaviridae",3377
"2673","NC_040575.1","RNA","ssRNA(+)","Culex-associated Tombus-like virus","Culex-associated Tombus-like virus","Unknown","Tombusviridae",2645
"2674","NC_079023.1","RNA","ssRNA(-)","Fushun phasmavirus 1","Fushun phasmavirus 1","Unknown","Phasmaviridae",6944
"2675","NC_074316.1","RNA","RNA","ssRNA phage Esthiorhiza.2_16","Gredihovirus neotellurivivens","Gredihovirus","Steitzviridae",4058
"2676","NC_050147.1","DNA","dsDNA","Pseudomonas phage Epa13","Pbunavirus BrSP1","Pbunavirus","Unknown",65680
"2677","NC_019782.1","DNA","dsDNA","Lactobacillus phage phiAQ113","Lactobacillus phage phiAQ113","Unknown","Unknown",36566
"2678","NC_038800.1","DNA","ssDNA(+/-)","Rhynchosia golden mosaic Havana virus-[Cuba:Havana:28:2007]","Rhynchosia golden mosaic Havana virus","Begomovirus","Geminiviridae",2609
"2679","NC_076835.1","RNA","ssRNA(+)","Botrytis cinerea ourmia-like virus 12","Botoulivirus gammabotrytidis","Botoulivirus","Botourmiaviridae",2898
"2680","NC_028484.1","RNA","ssRNA(-)","Tongilchon virus 1","Ohlsrhavirus tongilchon","Ohlsrhavirus","Rhabdoviridae",11343
"2681","NC_028813.1","DNA","dsDNA","Mycobacterium phage Seagreen","Mycobacterium phage Seagreen","Cheoctovirus","Unknown",57766
"2682","NC_021798.1","DNA","dsDNA","Cellulophaga phage phi17:2","Lightbulbvirus Cba172","Lightbulbvirus","Unknown",145343
"2683","NC_047755.1","DNA","dsDNA","Yersinia phage phiYe-F10","Teetrevirus YeF10","Teetrevirus","Autographiviridae",39210
"2684","NC_043463.1","DNA","dsDNA","Diachasmimorpha longicaudata entomopoxvirus","Diachasmimorpha entomopoxvirus","Unknown","Poxviridae",2316
"2685","NC_055335.1","RNA","RNA","Grand Arbaud virus","Uukuvirus grandarbaudense","Uukuvirus","Phenuiviridae",3262
"2686","NC_043142.1","RNA","ssRNA(+)","Carrot virus Y","Carrot virus Y","Potyvirus","Potyviridae",1754
"2687","NC_015252.1","DNA","dsDNA","Brochothrix phage NF5","Brochothrix phage NF5","Unknown","Unknown",36953
"2688","NC_076414.1","DNA","ssDNA(+/-)","Peafowl parvovirus 2","Chaphamaparvovirus galliform5","Chaphamaparvovirus","Parvoviridae",4348
"2689","NC_053012.1","DNA","dsDNA","Serratia phage JS26","Dunedinvirus JS26","Dunedinvirus","Casjensviridae",63971
"2690","NC_055797.1","DNA","dsDNA","Gordonia phage Barb","Wizardvirus barb","Wizardvirus","Unknown",59514
"2691","NC_075136.1","DNA","dsDNA","Tetraselmis virus 1","Tetraselmis virus 1","Unknown","Phycodnaviridae",668031
"2692","NC_031080.1","DNA","dsDNA","Mycobacterium phage Tonenili","Bixzunavirus tonenili","Bixzunavirus","Unknown",160985
"2693","NC_047774.1","DNA","dsDNA","Serratia phage SM9-3Y","Teetrevirus SM93Y","Teetrevirus","Autographiviridae",39631
"2694","NC_001899.1","DNA","ssDNA(+/-)","Diatraea saccharalis densovirus","Diatraea saccharalis densovirus","Unknown","Parvoviridae",5941
"2695","NC_055551.1","DNA","ssDNA","Coconut foliar decay alphasatellite 2","Coconut foliar decay alphasatellite 2","Cocosatellite","Alphasatellitidae",1277
"2696","NC_073987.1","RNA","ssRNA(+)","ssRNA phage Gephyllon.4_22","Lulohlevirus edaphohabitans","Lulohlevirus","Fiersviridae",3708
"2697","NC_077207.1","DNA","ssDNA(+/-)","Calfel virus LSF31_cyc420","Calfel virus LSF31_cyc420","Unknown","Circoviridae",1704
"2698","NC_016994.1","RNA","ssRNA(+)","Night heron coronavirus HKU19","Night heron coronavirus HKU19","Deltacoronavirus","Coronaviridae",26077
"2699","NC_043034.1","RNA","ssRNA(-)","Orthobunyavirus thimiriense","Orthobunyavirus thimiriense","Orthobunyavirus","Peribunyaviridae",958
"2700","NC_038375.1","DNA","dsDNA","Trichoplusia ni granulovirus LBIV-12","Betabaculovirus trini","Betabaculovirus","Baculoviridae",175360
"2701","NC_003515.1","RNA","ssRNA(+)","Beet necrotic yellow vein virus","Beet necrotic yellow vein virus","Benyvirus","Benyviridae",4609
"2702","NC_055314.1","RNA","ssRNA(+/-)","Nique virus","Phlebovirus niqueense","Phlebovirus","Phenuiviridae",6408
"2703","NC_055350.1","RNA","ssRNA(+/-)","Ixcanal virus","Phlebovirus ixcanalense","Phlebovirus","Phenuiviridae",1833
"2704","NC_008982.1","DNA","dsDNA","Ichnoviriform fugitivi","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae",4562
"2705","NC_021307.1","DNA","dsDNA","Mycobacterium phage Severus","Mycobacterium phage Severus","Fromanvirus","Unknown",49894
"2706","NC_076685.1","RNA","ssRNA(+)","Alphacoronavirus sp.","Alphacoronavirus sp.","Alphacoronavirus","Coronaviridae",28009
"2707","NC_033449.1","RNA","RNA","Wuhan Millipede virus 4","Wuhan Millipede virus 4","Unknown","Unknown",1528
"2708","NC_074487.1","RNA","RNA","ssRNA phage SRR5467090_8","Setohruvirus borborocola","Setohruvirus","Steitzviridae",3787
"2709","NC_078118.1","RNA","dsRNA","Reptilian orthoreovirus","Reptilian orthoreovirus","Orthoreovirus","Spinareoviridae",3970
"2710","NC_076377.1","DNA","ssDNA","Tortoise genomovirus 13","Gemykolovirus gopha2","Gemykolovirus","Genomoviridae",2280
"2711","NC_054445.1","DNA","dsDNA","Mycobacterium phage Mercurio","Jolieduovirus mercurio","Jolieduovirus","Unknown",44877
"2712","NC_003324.1","DNA","dsDNA","Sinorhizobium phage PBC5","Sinorhizobium phage PBC5","Unknown","Unknown",57416
"2713","NC_074034.1","RNA","ssRNA(+)","ssRNA phage SRR6960799_24","Nuihimevirus lutadaptatum","Nuihimevirus","Fiersviridae",3296
"2714","NC_004637.1","DNA","ssDNA(+/-)","Sida mottle virus","Sida mottle virus","Begomovirus","Geminiviridae",2668
"2715","NC_011506.2","RNA","dsRNA","Rotavirus A","Rotavirus A","Rotavirus","Sedoreoviridae",2693
"2716","NC_027929.1","RNA","ssRNA(+)","Privet ringspot virus","Privet ringspot virus","Ilarvirus","Bromoviridae",2863
"2717","NC_075411.1","RNA","ssRNA(+)","Calicivirus chicken/V0021/Bayern/2004","Calicivirus chicken/V0021/Bayern/2004","Unknown","Caliciviridae",7908
"2718","NC_071032.1","DNA","dsDNA","Arthrobacter phage Reedo","Arthrobacter phage Reedo","Manhattanvirus","Unknown",41823
"2719","NC_076383.1","RNA","ssRNA(+)","Cladosporium uredinicola ourmiavirus 2","Cladosporium uredinicola ourmiavirus 2","Ourmiavirus","Botourmiaviridae",3030
"2720","NC_014789.1","DNA","dsDNA","Ostreococcus tauri virus 2","Ostreococcus tauri virus 2","Prasinovirus","Phycodnaviridae",184409
"2721","NC_041928.1","DNA","dsDNA","Staphylococcus phage phiIBB-SEP1","Sepunavirus SEP1","Sepunavirus","Herelleviridae",139928
"2722","NC_027703.1","RNA","ssRNA(+)","Luffa aphid-borne yellows virus","Luffa aphid-borne yellows virus","Polerovirus","Solemoviridae",5961
"2723","NC_073364.1","DNA","dsDNA","Microbacterium phage Matzah","Microbacterium phage Matzah","Mementomorivirus","Unknown",55686
"2724","NC_041886.1","DNA","dsDNA","Gordonia phage Strosahl","Soupsvirus strosahl","Soupsvirus","Unknown",52738
"2725","NC_030156.1","RNA","dsRNA","Sclerotinia sclerotiorum mycoreovirus 4","Sclerotinia sclerotiorum mycoreovirus 4","Mycoreovirus","Spinareoviridae",1093
"2726","NC_070845.1","DNA","dsDNA","Bacillus phage BCPST","Bacillus phage BCPST","Unknown","Unknown",81528
"2727","NC_074610.1","RNA","RNA","ssRNA phage Gerhypos.3_4","Gredihovirus geoadaptatum","Gredihovirus","Steitzviridae",4646
"2728","NC_070726.1","DNA","dsDNA","Streptococcus phage vB_SthS_VA460","Streptococcus phage vB_SthS_VA460","Moineauvirus","Aliceevansviridae",41169
"2729","NC_001647.1","DNA","ssDNA(+/-)","Panicum streak virus","Panicum streak virus","Mastrevirus","Geminiviridae",2705
"2730","NC_048680.1","DNA","dsDNA","Lactobacillus phage LJ","Junavirus LJ","Junavirus","Unknown",44260
"2731","NC_031272.1","RNA","ssRNA(-)","Tacheng Tick Virus 7","Tacheng Tick Virus 7","Unknown","Rhabdoviridae",13408
"2732","NC_074070.1","RNA","ssRNA(+)","ssRNA phage SRR6255733_2","Pohtamavirus caenihabitans","Pohtamavirus","Fiersviridae",3775
"2733","NC_003791.1","RNA","ssRNA(+)","Cycas necrotic stunt virus","Nepovirus cycas","Nepovirus","Secoviridae",7471
"2734","NC_014742.1","RNA","ssRNA(+)","Sweet potato virus C","Sweet potato virus C","Potyvirus","Potyviridae",10820
"2735","NC_078611.1","RNA","ssRNA(-)","Pilchard orthomyxovirus","Sardinovirus pilchardi","Sardinovirus","Orthomyxoviridae",2172
"2736","NC_076412.1","RNA","ssRNA(-)","San Jacinto virus","Nyavirus sanjacintoense","Nyavirus","Nyamiviridae",13295
"2737","NC_078393.1","RNA","ssRNA(+)","Tomato fruit blotch virus","Blunervirus solani","Blunervirus","Kitaviridae",1946
"2738","NC_078451.1","RNA","dsRNA","Salado virus","Alphachrysovirus saladoense","Alphachrysovirus","Chrysoviridae",3490
"2739","NC_019913.1","DNA","dsDNA","Pseudomonas phage PaP1","Pakpunavirus PaP1","Pakpunavirus","Unknown",91715
"2740","NC_021338.1","DNA","dsDNA","Mycobacterium phage Chy4","Mycobacterium phage Chy4","Fromanvirus","Unknown",46639
"2741","NC_078377.1","RNA","ssRNA(-)","Palo verde broom virus","Emaravirus parkinsoniae","Emaravirus","Fimoviridae",1478
"2742","NC_027796.1","DNA","ssDNA(+/-)","Artemia melana sponge associated circular genome","Artemia melana sponge associated circular genome","Unknown","Circoviridae",1826
"2743","NC_074397.1","RNA","RNA","ssRNA phage Esthiorhiza.2_13","Kehruavirus humadaptatum","Kehruavirus","Steitzviridae",4110
"2744","NC_027142.1","RNA","ssRNA(+/-)","Bhanja virus","Bandavirus bhanjanagarense","Bandavirus","Phenuiviridae",1871
"2745","NC_015553.1","DNA","ssDNA(+/-)","Eragrostis minor streak virus","Eragrostis minor streak virus","Mastrevirus","Geminiviridae",2689
"2746","NC_038560.1","RNA","ssRNA(+)","Broad-leafed dock virus A","Broad-leafed dock virus A","Macluravirus","Potyviridae",8174
"2747","NC_039087.1","RNA","ssRNA(+)","Heracleum latent virus","Heracleum latent virus","Vitivirus","Betaflexiviridae",3006
"2748","NC_003857.1","DNA","ssDNA(+/-)","Dicliptera yellow mottle virus","Dicliptera yellow mottle virus","Begomovirus","Geminiviridae",2597
"2749","NC_038328.1","RNA","ssRNA(+)","Blackberry virus S","Marafivirus rubi","Marafivirus","Tymoviridae",6463
"2750","NC_047810.1","DNA","dsDNA","Escherichia phage vB_EcoS-IME253","Rtpvirus IME253","Rtpvirus","Drexlerviridae",46717
"2751","NC_078045.1","RNA","ssRNA(+/-)","Salobo virus","Phlebovirus saloboense","Phlebovirus","Phenuiviridae",6427
"2752","NC_018285.1","DNA","dsDNA","Streptococcus phage YMC-2011","Streptococcus phage YMC-2011","Unknown","Unknown",40758
"2753","NC_055589.1","DNA","ssDNA(+/-)","Bean latent virus","Bean latent virus","Begomovirus","Geminiviridae",2613
"2754","NC_010759.1","RNA","ssRNA(+/-)","Mammarenavirus flexalense","Mammarenavirus flexalense","Mammarenavirus","Arenaviridae",7038
"2755","NC_032818.1","RNA","RNA","Wenling picorna-like virus 7","Wenling picorna-like virus 7","Unknown","Unknown",7484
"2756","NC_034500.1","RNA","ssRNA(-)","Kaeng Khoi virus","Orthobunyavirus kaengkhoiense","Orthobunyavirus","Peribunyaviridae",4568
"2757","NC_076704.1","RNA","ssRNA(+)","Entomophthora muscae mitovirus 6","Unuamitovirus enmu6","Unuamitovirus","Mitoviridae",2362
"2758","NC_030887.1","DNA","ssDNA","Common bean-associated gemycircularvirus","Common bean-associated gemycircularvirus","Gemycircularvirus","Genomoviridae",2220
"2759","NC_005094.1","RNA","ssRNA(+)","Macrobrachium rosenbergii nodavirus","Macrobrachium rosenbergii nodavirus","Unknown","Nodaviridae",3202
"2760","NC_039052.1","DNA","dsDNA","Erythrura gouldiae polyomavirus 1","Gammapolyomavirus egouldiae","Gammapolyomavirus","Polyomaviridae",5172
"2761","NC_028663.1","DNA","dsDNA","Cyanophage P-TIM40","Libanvirus ptim40","Libanvirus","Kyanoviridae",188632
"2762","NC_054725.1","DNA","dsDNA","Gordonia phage Skog","Skogvirus Skog","Skogvirus","Unknown",152435
"2763","NC_037588.1","RNA","dsRNA","Callinectes sapidus reovirus 1","Callinectes sapidus reovirus 1","Unknown","Unknown",1130
"2764","NC_032626.1","RNA","RNA","Beihai picorna-like virus 67","Beihai picorna-like virus 67","Unknown","Unknown",10121
"2765","NC_019925.1","DNA","dsDNA","Dickeya phage vB-DsoM-LIMEstone1","Limestonevirus limestone","Limestonevirus","Ackermannviridae",152427
"2766","NC_022330.1","DNA","dsDNA","Mycobacterium phage Quink","Mycobacterium phage Quink","Kostyavirus","Unknown",76586
"2767","NC_028402.1","RNA","ssRNA(+)","Wuhan cricket virus","Wuhan cricket virus","Unknown","Unknown",2735
"2768","NC_079140.1","DNA","dsDNA","Gordonia phage Azira","Gordonia phage Azira","Emalynvirus","Unknown",45336
"2769","NC_038627.1","RNA","dsRNA","Green River chinook virus","Aquareovirus B","Aquareovirus","Spinareoviridae",1122
"2770","NC_023434.1","DNA","ssDNA","Dragonfly larvae associated circular virus-8","Dragonfly larvae associated circular virus-8","Unknown","Unknown",1628
"2771","NC_033214.1","RNA","RNA","Hubei picorna-like virus 10","Hubei picorna-like virus 10","Unknown","Unknown",8307
"2772","NC_021204.1","DNA","ssDNA","Porcine associated porprismacovirus 3","Porcine associated porprismacovirus 3","Porprismacovirus","Smacoviridae",2495
"2773","NC_048708.1","DNA","dsDNA","Rhodococcus phage Takoda","Rerduovirus takoda","Rerduovirus","Unknown",46807
"2774","NC_049823.1","DNA","dsDNA","Escherichia phage herni","Hanrivervirus herni","Hanrivervirus","Drexlerviridae",50971
"2775","NC_049341.1","DNA","dsDNA","Escherichia phage 503458","Xuanwuvirus xv503458","Xuanwuvirus","Peduoviridae",31194
"2776","NC_028765.1","DNA","dsDNA","Staphylococcus phage phiIPLA-RODI","Kayvirus rodi","Kayvirus","Herelleviridae",142348
"2777","NC_038308.1","RNA","ssRNA(+)","enterovirus D68","Enterovirus D","Enterovirus","Picornaviridae",7367
"2778","NC_022586.1","DNA","ssDNA(+/-)","Sweet potato leaf curl Sichuan virus 2","Sweet potato leaf curl Sichuan virus 2","Begomovirus","Geminiviridae",2786
"2779","NC_038511.1","DNA","dsDNA","Tunisvirus fontaine2","Tunisvirus","Unknown","Marseilleviridae",380011
"2780","NC_032268.1","RNA","RNA","Hubei tetragnatha maxillosa virus 6","Hubei tetragnatha maxillosa virus 6","Unknown","Unknown",3176
"2781","NC_077671.1","RNA","ssRNA(-)","Orthohantavirus sinnombreense","Orthohantavirus sinnombreense","Orthohantavirus","Hantaviridae",6562
"2782","NC_041845.1","DNA","dsDNA","Flavobacterium phage FCV-1","Ficleduovirus FCV1","Ficleduovirus","Unknown",46450
"2783","NC_048746.1","DNA","dsDNA","Gordonia phage Sombrero","Montyvirus sombrero","Montyvirus","Unknown",76485
"2784","NC_032140.1","RNA","RNA","Shahe heteroptera virus 3","Shahe heteroptera virus 3","Unknown","Unknown",6758
"2785","NC_003536.1","RNA","ssRNA(+)","Clover yellow vein virus","Clover yellow vein virus","Potyvirus","Potyviridae",9584
"2786","NC_078022.1","RNA","ssRNA(-)","Pistacia emaravirus","Pistacia emaravirus","Emaravirus","Fimoviridae",1525
"2787","NC_038402.1","DNA","ssDNA(+/-)","Pacific flying fox associated cyclovirus-1","Cyclovirus peka","Cyclovirus","Circoviridae",1923
"2788","NC_074273.1","RNA","RNA","ssRNA phage Zoerhiza.4_9","Bahnicevirus terricola","Bahnicevirus","Steitzviridae",3946
"2789","NC_028368.1","RNA","ssRNA(+)","Sanxia water strider virus 6","Sanxia water strider virus 6","Unknown","Unknown",22879
"2790","NC_011040.1","DNA","dsDNA","Escherichia phage BA14","Berlinvirus BA14","Berlinvirus","Autographiviridae",39816
"2791","NC_077122.1","RNA","ssRNA(-)","Hangzhou acrida cinerea lispivirus 1","Hangzhou acrida cinerea lispivirus 1","Unknown","Lispiviridae",13049
"2792","NC_000866.4","DNA","dsDNA","Escherichia phage T4","Tequatrovirus T4","Tequatrovirus","Straboviridae",168903
"2793","NC_004685.1","DNA","dsDNA","Mycobacterium phage Corndog","Corndogvirus corndog","Corndogvirus","Unknown",69777
"2794","NC_040474.1","RNA","dsRNA","Guangxi orbivirus","Guangxi orbivirus","Orbivirus","Sedoreoviridae",1620
"2795","NC_011508.2","RNA","dsRNA","Rotavirus A","Rotavirus A","Rotavirus","Sedoreoviridae",2591
"2796","NC_078006.1","RNA","dsRNA","Tai Forest reovirus","Tai Forest coltivirus","Coltivirus","Spinareoviridae",1845
"2797","NC_055815.1","DNA","dsDNA","Mycobacterium phage Xula","Brujitavirus xula","Brujitavirus","Unknown",48540
"2798","NC_003849.1","RNA","ssRNA(+)","Plantago asiatica mosaic virus","Plantago asiatica mosaic virus","Potexvirus","Alphaflexiviridae",6128
"2799","NC_043186.1","RNA","dsRNA","Eriocheir sinensis reovirus","Eriocheir sinensis reovirus","Cardoreovirus","Sedoreoviridae",1522
"2800","NC_026422.1","RNA","ssRNA(-)","Influenza A virus (A/Shanghai/02/2013(H7N9))","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae",2280
"2801","NC_003038.1","DNA","dsDNA","Invertebrate iridescent virus 6","Invertebrate iridescent virus 6","Iridovirus","Iridoviridae",212482
"2802","NC_038683.1","DNA","ssDNA","Tobacco leaf curl Patna betasatellite","Tobacco leaf curl Patna betasatellite","Betasatellite","Tolecusatellitidae",1338
"2803","NC_014740.1","DNA","ssDNA(+/-)","Chickpea chlorosis virus-A","Chickpea chlorosis virus","Mastrevirus","Geminiviridae",2582
"2804","NC_020927.1","DNA","ssDNA","Bombyx mori densovirus 3","Bombyx mori bidensovirus","Bidensovirus","Bidnaviridae",6022
"2805","NC_030162.1","RNA","dsRNA","Sclerotinia sclerotiorum mycoreovirus 4","Sclerotinia sclerotiorum mycoreovirus 4","Mycoreovirus","Spinareoviridae",3307
"2806","NC_043442.1","RNA","ssRNA(-)","Orthonairovirus artashatense","Orthonairovirus artashatense","Orthonairovirus","Nairoviridae",4158
"2807","NC_032258.1","RNA","RNA","Hubei lepidoptera virus 3","Hubei lepidoptera virus 3","Unknown","Unknown",3695
"2808","NC_010806.1","RNA","ssRNA(+)","Rose spring dwarf-associated virus","Luteovirus rosae","Luteovirus","Tombusviridae",5808
"2809","NC_042131.1","DNA","dsDNA","Pectobacterium phage vB_PatP_CB5","Phimunavirus CB5","Phimunavirus","Autographiviridae",44549
"2810","NC_043244.1","DNA","dsDNA","Feldmannia irregularis virus a","Feldmannia irregularis virus a","Phaeovirus","Phycodnaviridae",1702
"2811","NC_055557.1","DNA","dsDNA","Capra aegagrus polyomavirus 1","Epsilonpolyomavirus caprae","Epsilonpolyomavirus","Polyomaviridae",4700
"2812","NC_028106.1","RNA","ssRNA(-)","Parrot bornavirus 2","Orthobornavirus alphapsittaciforme","Orthobornavirus","Bornaviridae",8914
"2813","NC_004588.1","DNA","dsDNA","Streptococcus phage 315.5","Streptococcus phage 315.5","Unknown","Unknown",38206
"2814","NC_033109.1","RNA","RNA","Wenzhou narna-like virus 5","Wenzhou narna-like virus 5","Unknown","Unknown",3959
"2815","NC_021311.1","DNA","dsDNA","Mycobacterium phage Phaux","Mycobacterium phage Phaux","Kostyavirus","Unknown",76479
"2816","NC_047892.1","DNA","dsDNA","Gordonia phage BirksAndSocks","Montyvirus birksandsocks","Montyvirus","Unknown",77354
"2817","NC_013220.1","RNA","ssRNA(+)","Phytophthora infestans RNA virus 1","Phytophthora infestans RNA virus 1","Unknown","Unknown",3220
