"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"2616","NC_055211.1","RNA","ssRNA(-)","Maguari virus","Orthobunyavirus maguariense","Orthobunyavirus","Peribunyaviridae",6912
"2617","NC_024770.1","RNA","ssRNA(+)","gallivirus A1","Gallivirus A","Gallivirus","Picornaviridae",8432
"2618","NC_043566.1","RNA","ssRNA(-)","Anhembi virus","Orthobunyavirus anhembiense","Orthobunyavirus","Peribunyaviridae",1034
"2619","NC_015883.1","RNA","dsRNA","Baboon orthoreovirus","Baboon orthoreovirus","Orthoreovirus","Spinareoviridae",1311
"2620","NC_001600.1","RNA","ssRNA(+)","Cardamine chlorotic fleck virus","Betacarmovirus cardaminis","Betacarmovirus","Tombusviridae",4041
"2621","NC_006430.1","RNA","ssRNA(-)","Parainfluenza virus 5","Orthorubulavirus mammalis","Orthorubulavirus","Paramyxoviridae",15246
"2622","NC_027549.1","RNA","dsRNA","Chenuda virus","Chenuda virus","Orbivirus","Sedoreoviridae",1230
"2623","NC_052231.1","RNA","ssRNA(-)","Citrus leprosis virus N","Dichorhavirus leprosis","Dichorhavirus","Rhabdoviridae",6045
"2624","NC_008266.1","RNA","ssRNA(+)","Narcissus common latent virus","Narcissus common latent virus","Carlavirus","Betaflexiviridae",8539
"2625","NC_005994.1","RNA","dsRNA","Palyam virus","Palyam virus","Orbivirus","Sedoreoviridae",1059
"2626","NC_025795.1","RNA","ssRNA(-)","Wellfleet Bay virus","Quaranjavirus wellfleetense","Quaranjavirus","Orthomyxoviridae",2427
"2627","NC_074416.1","RNA","RNA","ssRNA phage SRR6960549_9","Lihvevirus borborenecus","Lihvevirus","Steitzviridae",3709
"2628","NC_003749.1","RNA","dsRNA","Rice ragged stunt virus","Rice ragged stunt virus","Oryzavirus","Spinareoviridae",3849
"2629","NC_003771.1","RNA","dsRNA","Rice ragged stunt virus","Rice ragged stunt virus","Oryzavirus","Spinareoviridae",3823
"2630","NC_029564.1","RNA","ssRNA(-)","Emaravirus fici","Emaravirus fici","Emaravirus","Fimoviridae",1472
"2631","NC_001639.1","RNA","ssRNA(+)","Lactate dehydrogenase-elevating virus","Gammaarterivirus lacdeh","Gammaarterivirus","Arteriviridae",14104
"2632","NC_043641.1","RNA","ssRNA(-)","Serra do Navio virus","Orthobunyavirus navioense","Orthobunyavirus","Peribunyaviridae",6958
"2633","NC_032409.1","RNA","RNA","Wenling chuvirus-like virus 1","Wenling chuvirus-like virus 1","Unknown","Unknown",6589
"2634","NC_078962.1","RNA","ssRNA(-)","Belem virus","Belem virus","Unknown","Peribunyaviridae",4474
"2635","NC_029309.1","RNA","ssRNA(+)","Marine RNA virus PAL473","Palmarnavirus 473","Salisharnavirus","Marnaviridae",6360
"2636","NC_002469.1","RNA","ssRNA(+)","Mamastrovirus 13","Mamastrovirus 13","Mamastrovirus","Astroviridae",6440
"2637","NC_055531.1","RNA","ssRNA(-)","Bahia Grande virus","Barhavirus bahia","Barhavirus","Rhabdoviridae",12639
"2638","NC_078389.1","RNA","ssRNA(-)","Jujube yellow mottle-associated virus","Emaravirus ziziphi","Emaravirus","Fimoviridae",1547
"2639","NC_027717.1","RNA","ssRNA(+/-)","Hunter Island virus","Bandavirus albatrossense","Bandavirus","Phenuiviridae",6358
"2640","NC_038922.1","RNA","ssRNA-RT","Avian sarcoma virus CT10","Avian sarcoma virus CT10","Alpharetrovirus","Retroviridae",2428
"2641","NC_038745.1","RNA","ssRNA(-)","Nome phantom orthophasmavirus","Nome phantom orthophasmavirus","Orthophasmavirus","Phasmaviridae",4457
"2642","NC_038419.1","RNA","ssRNA(+)","Carnation necrotic fleck virus","Carnation necrotic fleck virus","Closterovirus","Closteroviridae",10557
"2643","NC_028500.1","RNA","dsRNA","Penicillium janczewskii chrysovirus 1","Betachrysovirus pripenicillii","Betachrysovirus","Chrysoviridae",2899
"2644","NC_038530.1","RNA","ssRNA(-)","Eothenomys miletus hantavirus LX309","Orthohantavirus luxiense","Orthohantavirus","Hantaviridae",2107
"2645","NC_073850.1","RNA","RNA","ssRNA phage Gephyllon.1_12","Yekorevirus terrivivens","Yekorevirus","Atkinsviridae",3634
"2646","NC_034833.1","RNA","ssRNA(+)","Agave tequilana leaf virus","Agave tequilana leaf virus","Vitivirus","Betaflexiviridae",6958
"2647","NC_038740.1","RNA","ssRNA(-)","Kairi virus","Orthobunyavirus insulae","Orthobunyavirus","Peribunyaviridae",993
"2648","NC_038303.1","RNA","ssRNA(+)","Bovine rhinitis A virus","Bovine rhinitis A virus","Aphthovirus","Picornaviridae",7245
"2649","NC_076701.1","RNA","ssRNA(+)","Entomophthora muscae mitovirus 3","Unuamitovirus enmu3","Unuamitovirus","Mitoviridae",2550
"2650","NC_032753.1","RNA","RNA","Hubei tetragnatha maxillosa virus 4","Hubei tetragnatha maxillosa virus 4","Unknown","Unknown",9037
"2651","NC_004184.1","RNA","dsRNA","Colorado tick fever virus","Colorado tick fever coltivirus","Coltivirus","Spinareoviridae",3157
"2652","NC_074115.1","RNA","ssRNA(+)","ssRNA phage Esthiorhiza.1_13","Tehnexuvirus edaphadaptatum","Tehnexuvirus","Fiersviridae",3802
"2653","NC_033474.1","RNA","RNA","Wuhan horsefly Virus 3","Wuhan horsefly Virus 3","Unknown","Unknown",3042
"2654","NC_076825.1","RNA","ssRNA(+)","Groundnut rosette assistor virus","Groundnut rosette assistor virus","Unknown","Solemoviridae",5850
"2655","NC_004359.1","RNA","ssRNA","Citrus viroid VI","Citrus viroid VI","Apscaviroid","Pospiviroidae",330
"2656","NC_032571.1","RNA","RNA","Beihai picorna-like virus 112","Beihai picorna-like virus 112","Unknown","Unknown",10676
"2657","NC_003841.1","RNA","ssRNA(+/-)","Orthotospovirus citrullomaculosi","Orthotospovirus citrullomaculosi","Orthotospovirus","Tospoviridae",4880
"2658","NC_032523.1","RNA","RNA","Beihai mantis shrimp virus 6","Beihai mantis shrimp virus 6","Unknown","Unknown",3209
"2659","NC_032104.1","RNA","ssRNA(+)","Arachis pintoi virus","Arachis pintoi virus","Allexivirus","Alphaflexiviridae",7599
"2660","NC_008708.2","RNA","ssRNA(+)","Strawberry necrotic shock virus","Strawberry necrotic shock virus","Ilarvirus","Bromoviridae",3429
"2661","NC_006962.2","RNA","ssRNA(+)","Blackberry yellow vein-associated virus","Blackberry yellow vein-associated virus","Crinivirus","Closteroviridae",7800
"2662","NC_076569.1","RNA","ssRNA(+)","Bat hepatitis E virus","Chirohepevirus eptesici","Chirohepevirus","Hepeviridae",6555
"2663","NC_027564.1","RNA","dsRNA","Fusarium oxysporum f. sp. dianthi mycovirus 1","Betachrysovirus foxyspori","Betachrysovirus","Chrysoviridae",2809
"2664","NC_040500.1","RNA","dsRNA","Chiqui virus","Chiqui virus","Unknown","Spinareoviridae",1975
"2665","NC_074050.1","RNA","ssRNA(+)","ssRNA phage SRR5466364_4","Pehohrivirus asiohabitans","Pehohrivirus","Fiersviridae",4374
"2666","NC_055351.1","RNA","RNA","Murre virus","Uukuvirus uriae","Uukuvirus","Phenuiviridae",1726
"2667","NC_033422.1","RNA","RNA","Wenzhou weivirus-like virus 1","Wenzhou weivirus-like virus 1","Unknown","Unknown",4635
"2668","NC_029799.1","RNA","ssRNA(+/-)","Iris yellow spot virus","Orthotospovirus iridimaculaflavi","Orthotospovirus","Tospoviridae",8880
"2669","NC_034559.1","RNA","ssRNA(-)","Kenkeme virus","Orthohantavirus kenkemeense","Orthohantavirus","Hantaviridae",1597
"2670","NC_079013.1","RNA","ssRNA(+/-)","Hedi virus","Hedi virus","Phlebovirus","Phenuiviridae",4408
"2671","NC_034544.1","RNA","ssRNA(-)","Iriri virus","Curiovirus iriri","Curiovirus","Rhabdoviridae",13070
"2672","NC_040716.1","RNA","ssRNA(+)","Culex Iflavi-like virus 4","Culex Iflavi-like virus 4","Unknown","Iflaviridae",9698
"2673","NC_032731.1","RNA","RNA","Hubei tombus-like virus 4","Hubei tombus-like virus 4","Unknown","Unknown",3833
"2674","NC_002206.1","RNA","ssRNA(-)","Influenza B virus (B/Lee/1940)","Betainfluenzavirus influenzae","Betainfluenzavirus","Orthomyxoviridae",2204
"2675","NC_033319.1","RNA","RNA","Changping earthworm virus 2","Changping earthworm virus 2","Unknown","Unknown",4027
"2676","NC_032873.1","RNA","RNA","Wenzhou picorna-like virus 23","Wenzhou picorna-like virus 23","Unknown","Unknown",9223
"2677","NC_055378.1","RNA","ssRNA(+/-)","Dashli virus","Phlebovirus dashliense","Phlebovirus","Phenuiviridae",1802
"2678","NC_074187.1","RNA","RNA","ssRNA phage SRR7976325_4","Kerishovirus limenecus","Kerishovirus","Blumeviridae",4061
"2679","NC_022622.1","RNA","dsRNA","Mobuck virus","Mobuck virus","Orbivirus","Sedoreoviridae",1069
"2680","NC_032153.1","RNA","ssRNA(-)","Hubei odonate virus 8","Orthophasmavirus odonatus","Orthophasmavirus","Phasmaviridae",2844
"2681","NC_033823.1","RNA","ssRNA(+)","Bat iflavirus","Bat iflavirus","Iflavirus","Iflaviridae",10519
"2682","NC_078624.1","RNA","ssRNA(-)","Coredo virus","Orthophasmavirus coredoense","Orthophasmavirus","Phasmaviridae",2001
"2683","NC_011558.1","RNA","ssRNA(-)","Varicosavirus lactucae","Varicosavirus lactucae","Varicosavirus","Rhabdoviridae",6797
"2684","NC_040586.1","RNA","ssRNA(+)","Brassica napus RNA virus 1","Waikavirus brassicae","Waikavirus","Secoviridae",12313
"2685","NC_024017.1","RNA","ssRNA(+)","Nhumirim virus","Nhumirim virus","Unknown","Flaviviridae",10891
"2686","NC_032851.1","RNA","RNA","Shuangao toti-like virus","Shuangao toti-like virus","Unknown","Unknown",6891
"2687","NC_043211.1","RNA","ssRNA(+)","Berne virus","Equine torovirus","Torovirus","Tobaniviridae",4837
"2688","NC_043126.1","RNA","ssRNA(-)","Longquan virus","Loanvirus longquanense","Loanvirus","Hantaviridae",1564
"2689","NC_006269.1","RNA","ssRNA(+)","Sapovirus Hu/Dresden/pJG-Sap01/DE","Sapporo virus","Sapovirus","Caliciviridae",7429
"2690","NC_038566.1","RNA","dsRNA","Corriparta virus","Corriparta virus","Orbivirus","Sedoreoviridae",1936
"2691","NC_003056.1","RNA","ssRNA(+)","Soybean dwarf virus","Luteovirus glycinis","Luteovirus","Tombusviridae",5853
"2692","NC_076625.1","RNA","ssRNA(-)","Bat paramyxovirus","Jeilongvirus murinae","Jeilongvirus","Paramyxoviridae",17826
"2693","NC_034173.1","RNA","dsRNA","Fall chinook aquareovirus","Fall chinook aquareovirus","Aquareovirus","Spinareoviridae",1932
"2694","NC_032883.1","RNA","RNA","Hubei toti-like virus 9","Hubei toti-like virus 9","Unknown","Unknown",3615
"2695","NC_076918.1","RNA","ssRNA(+)","Bat hepatitis E virus","Chirohepevirus eptesici","Chirohepevirus","Hepeviridae",6632
"2696","NC_040766.1","RNA","RNA","Osedax japonicus RNA virus 1","Osedax japonicus RNA virus 1","Unknown","Unknown",13170
"2697","NC_027542.1","RNA","dsRNA","Wad Medani virus","Wad Medani virus","Orbivirus","Sedoreoviridae",1761
"2698","NC_032252.1","RNA","RNA","Hubei sobemo-like virus 14","Hubei sobemo-like virus 14","Unknown","Unknown",2566
"2699","NC_073816.1","RNA","RNA","ssRNA phage SRR7976357_4","Neratovirus caenihabitans","Neratovirus","Atkinsviridae",3680
"2700","NC_026282.1","RNA","ssRNA(-)","Maprik virus","Orthobunyavirus maprikense","Orthobunyavirus","Peribunyaviridae",911
"2701","NC_038852.1","RNA","ssRNA(-)","Emaravirus cercidis","Emaravirus cercidis","Emaravirus","Fimoviridae",7049
"2702","NC_029034.2","RNA","ssRNA(+)","Colombian potato soil-borne virus","Colombian potato soil-borne virus","Pomovirus","Virgaviridae",6170
"2703","NC_078958.1","RNA","ssRNA(-)","Bertioga virus","Orthobunyavirus bertiogaense","Orthobunyavirus","Peribunyaviridae",6999
"2704","NC_004218.1","RNA","dsRNA","Banna virus strain JKT-6423","Banna virus","Seadornavirus","Sedoreoviridae",2400
"2705","NC_007366.1","RNA","ssRNA(-)","Influenza A virus (A/New York/392/2004(H3N2))","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae",1762
"2706","NC_037584.1","RNA","dsRNA","Callinectes sapidus reovirus 1","Callinectes sapidus reovirus 1","Unknown","Unknown",1534
"2707","NC_074459.1","RNA","RNA","ssRNA phage SRR7976310_15","Psouhdivirus limihabitans","Psouhdivirus","Steitzviridae",3740
"2708","NC_003784.1","RNA","ssRNA(+)","Black queen cell virus","Triatovirus nigereginacellulae","Triatovirus","Dicistroviridae",8550
"2709","NC_038275.1","RNA","ssRNA(-)","Mossuril virus","Hapavirus mossuril","Hapavirus","Rhabdoviridae",13106
"2710","NC_003618.1","RNA","ssRNA(+)","Lettuce infectious yellows virus","Lettuce infectious yellows virus","Crinivirus","Closteroviridae",7193
"2711","NC_074234.1","RNA","RNA","ssRNA phage Gerhypos.3_21","Arctuvirus edaphohabitans","Arctuvirus","Steitzviridae",4035
"2712","NC_037571.1","RNA","dsRNA","Maize rough dwarf virus","Maize rough dwarf virus","Fijivirus","Spinareoviridae",3573
"2713","NC_011591.1","RNA","dsRNA","Southern tomato virus","Amalgavirus lycopersici","Amalgavirus","Amalgaviridae",3437
"2714","NC_074211.1","RNA","RNA","ssRNA phage Zoerhiza.4_21","Abakapovirus humenecus","Abakapovirus","Steitzviridae",4013
"2715","NC_055210.1","RNA","ssRNA(-)","Maguari virus","Orthobunyavirus maguariense","Orthobunyavirus","Peribunyaviridae",945
"2716","NC_004666.1","RNA","ssRNA(+)","Barley yellow dwarf virus GAV","Barley yellow dwarf virus GAV","Luteovirus","Tombusviridae",5685
"2717","NC_073940.1","RNA","ssRNA(+)","ssRNA phage ESE007","Duhcivirus defluviicola","Duhcivirus","Fiersviridae",3294
"2718","NC_074191.1","RNA","RNA","ssRNA phage SRR7976299_4","Lirnavirus borborovicinum","Lirnavirus","Blumeviridae",4645
"2719","NC_074480.1","RNA","RNA","ssRNA phage Gephyllon.4_18","Pujohnavirus solivivens","Pujohnavirus","Steitzviridae",4268
"2720","NC_010712.1","RNA","ssRNA(+)","Chronic bee paralysis virus","Chronic bee paralysis virus","Unknown","Unknown",2305
"2721","NC_077153.1","RNA","ssRNA(-)","Porcine ephemerovirus 1","Porcine ephemerovirus 1","Ephemerovirus","Rhabdoviridae",14536
"2722","NC_079109.1","RNA","dsRNA","Fusarium oxysporum alternavirus 1","Fusarium oxysporum alternavirus 1","Alternavirus","Alternaviridae",3447
"2723","NC_055415.1","RNA","ssRNA(+/-)","Massilia virus","Phlebovirus massiliaense","Phlebovirus","Phenuiviridae",1864
"2724","NC_003850.1","RNA","RNA","Solanum nodiflorum mottle virus satellite RNA","Solanum nodiflorum mottle virus satellite RNA","Unknown","Unknown",377
"2725","NC_032521.1","RNA","RNA","Beihai horseshoe crab virus 1","Beihai horseshoe crab virus 1","Unknown","Unknown",3507
"2726","NC_075011.1","RNA","ssRNA(+)","Madariaga virus","Madariaga virus","Alphavirus","Togaviridae",11604
"2727","NC_032821.1","RNA","RNA","Hubei narna-like virus 5","Hubei narna-like virus 5","Unknown","Unknown",2664
"2728","NC_040396.1","RNA","dsRNA","Bipolaris maydis botybirnavirus 1","Bipolaris maydis botybirnavirus 1","Botybirnavirus","Unknown",6435
"2729","NC_078974.1","RNA","ssRNA(-)","Anopheles B virus","Orthobunyavirus cuchillaense","Orthobunyavirus","Peribunyaviridae",4491
"2730","NC_074199.1","RNA","RNA","ssRNA phage SRR7976310_3","Pacehavirus pelovivens","Pacehavirus","Blumeviridae",4681
"2731","NC_033253.1","RNA","RNA","Hubei narna-like virus 15","Hubei narna-like virus 15","Unknown","Unknown",2872
"2732","NC_043114.1","RNA","ssRNA(+)","Dakar bat virus","Orthoflavivirus dakarense","Orthoflavivirus","Flaviviridae",1011
"2733","NC_004206.1","RNA","dsRNA","Kadipiro virus","Kadipiro virus","Seadornavirus","Sedoreoviridae",946
"2734","NC_033189.1","RNA","RNA","Sanxia water strider virus 21","Sanxia water strider virus 21","Unknown","Unknown",10153
"2735","NC_004119.1","RNA","ssRNA(+)","Montana myotis leukoencephalitis virus","Orthoflavivirus montanaense","Orthoflavivirus","Flaviviridae",10690
"2736","NC_077130.1","RNA","ssRNA(-)","Longquan Niviventer coninga ledantevirus 1","Longquan Niviventer coninga ledantevirus 1","Ledantevirus","Rhabdoviridae",10853
"2737","NC_033102.1","RNA","RNA","Hubei odonate virus 3","Hubei odonate virus 3","Unknown","Unknown",10046
"2738","NC_078432.1","RNA","ssRNA(-)","Grapevine associated cogu-like virus 1","Coguvirus viticulum","Coguvirus","Phenuiviridae",1208
"2739","NC_034615.1","RNA","dsRNA","Zostera marina amalgavirus 2","Amalgavirus marinae","Amalgavirus","Amalgaviridae",3316
"2740","NC_074454.1","RNA","RNA","ssRNA phage Zoerhiza.2_24","Psiaduvirus pedadaptatum","Psiaduvirus","Steitzviridae",3952
"2741","NC_038917.1","RNA","dsRNA","Ophiostoma partitivirus 1","Ophiostoma partitivirus 1","Gammapartitivirus","Partitiviridae",1567
"2742","NC_055512.1","RNA","ssRNA(-)","Morogoro maize-associated virus","Alphanucleorhabdovirus morogoromaydis","Alphanucleorhabdovirus","Rhabdoviridae",12185
"2743","NC_032558.1","RNA","ssRNA(-)","Beihai rhabdo-like virus 2","Peropuvirus lignarii","Peropuvirus","Artoviridae",12016
"2744","NC_011108.1","RNA","ssRNA(+)","Cocksfoot mild mosaic virus","Panicovirus dactylis","Panicovirus","Tombusviridae",4198
"2745","NC_009946.1","RNA","dsRNA","Alphachrysovirus cerasi","Alphachrysovirus cerasi","Alphachrysovirus","Chrysoviridae",3128
"2746","NC_040741.1","RNA","ssRNA(+/-)","Alstroemeria yellow spot virus","Orthotospovirus alstroemeriflavi","Orthotospovirus","Tospoviridae",2734
"2747","NC_043108.1","RNA","ssRNA(+)","Cordyline virus 4","Cordyline virus 4","Velarivirus","Closteroviridae",14619
"2748","NC_040775.1","RNA","dsRNA","Diatom colony associated dsRNA virus 12","Diatom colony associated dsRNA virus 12","Unknown","Totiviridae",5941
"2749","NC_076468.1","RNA","ssRNA(-)","Atrato Chu-like virus 5","Obscuruvirus quintum","Obscuruvirus","Aliusviridae",13163
"2750","NC_007192.1","RNA","ssRNA(+)","Lily virus X","Lily virus X","Potexvirus","Alphaflexiviridae",5823
"2751","NC_039026.1","RNA","ssRNA-RT","Japanese macaque simian foamy virus","Japanese macaque simian foamy virus","Simiispumavirus","Retroviridae",12957
"2752","NC_022039.1","RNA","ssRNA(-)","Brazoran virus","Orthobunyavirus brazoriaense","Orthobunyavirus","Peribunyaviridae",6911
"2753","NC_078883.1","RNA","ssRNA(-)","Lednice virus","Orthobunyavirus turlockense","Orthobunyavirus","Peribunyaviridae",6946
"2754","NC_079089.1","RNA","ssRNA(-)","Japanese star anise ringspot-associated virus","Japanese star anise ringspot-associated virus","Emaravirus","Fimoviridae",1686
"2755","NC_031916.1","RNA","ssRNA(+)","Hepacivirus vittatae","Hepacivirus vittatae","Hepacivirus","Flaviviridae",8916
"2756","NC_078160.1","RNA","ssRNA(-)","Punta Salinas virus","Orthonairovirus peruense","Orthonairovirus","Nairoviridae",1485
"2757","NC_073811.1","RNA","RNA","ssRNA phage SRR7976299_1","Madisduvirus caenivivens","Madisduvirus","Atkinsviridae",3757
"2758","NC_021547.1","RNA","dsRNA","Human rotavirus B","Rotavirus B","Rotavirus","Sedoreoviridae",1179
"2759","NC_073925.1","RNA","ssRNA(+)","ssRNA phage Zoerhiza.3_4","Condavirus edaphovicinum","Condavirus","Fiersviridae",3576
"2760","NC_037587.1","RNA","dsRNA","Callinectes sapidus reovirus 1","Callinectes sapidus reovirus 1","Unknown","Unknown",1211
"2761","NC_005300.2","RNA","ssRNA(-)","Orthonairovirus haemorrhagiae","Orthonairovirus haemorrhagiae","Orthonairovirus","Nairoviridae",5366
"2762","NC_078771.1","RNA","ssRNA(-)","Sinu virus","Thogotovirus sinuense","Thogotovirus","Orthomyxoviridae",2376
"2763","NC_027136.1","RNA","ssRNA(+/-)","Mammarenavirus marientalense","Mammarenavirus marientalense","Mammarenavirus","Arenaviridae",6840
"2764","NC_022004.1","RNA","ssRNA(+)","Broad bean true mosaic virus","Comovirus fabae","Comovirus","Secoviridae",6068
"2765","NC_004293.1","RNA","ssRNA(+/-)","Mammarenavirus tacaribeense","Mammarenavirus tacaribeense","Mammarenavirus","Arenaviridae",3432
"2766","NC_076294.1","RNA","ssRNA(-)","Genoa virus","Mivirus genovaense","Mivirus","Chuviridae",11018
"2767","NC_020901.1","RNA","ssRNA(+)","Alphamesonivirus 4","Alphamesonivirus 4","Alphamesonivirus","Mesoniviridae",20074
"2768","NC_075975.1","RNA","ssRNA(+)","Picornavirales sp.","Picornavirales sp.","Unknown","Unknown",8315
"2769","NC_033225.1","RNA","RNA","Hubei picorna-like virus 30","Hubei picorna-like virus 30","Unknown","Unknown",6111
"2770","NC_032941.1","RNA","RNA","Sanxia sobemo-like virus 5","Sanxia sobemo-like virus 5","Unknown","Unknown",3181
